,s_id,Station_name,Street,Neighbourhood,Area_loc,s_lat,s_lon,s_num_docks,Size_bucket
0,1023,"River Street , Clerkenwell",River Street,Clerkenwell,North,51.529163,-0.10997,19,100
1,1018,"Phillimore Gardens, Kensington",Phillimore Gardens,Kensington,South_West,51.499606,-0.197574,37,150
2,1012,"Christopher Street, Liverpool Street",Christopher Street,Liverpool Street,East,51.521283,-0.084605,32,150
3,1013,"St. Chad's Street, King's Cross",St. Chad's Street,King's Cross,North,51.530059,-0.120973,23,100
4,3420,"Sedding Street, Sloane Square",Sedding Street,Sloane Square,South_West,51.49313,-0.156876,24,100
5,3424,"Broadcasting House, Marylebone",Broadcasting House,Marylebone,Central,51.518117,-0.144228,17,100
6,3422,"Charlbert Street, St. John's Wood",Charlbert Street,St. John's Wood,North,51.5343,-0.168074,16,100
7,3423,"Maida Vale, Maida Vale",Maida Vale,Maida Vale,West,51.529857,-0.183486,39,150
8,1015,"New Globe Walk, Bankside",New Globe Walk,Bankside,East,51.507385,-0.09644,17,100
9,1024,"Park Street, Bankside",Park Street,Bankside,East,51.505974,-0.092754,18,100
10,1022,"Brunswick Square, Bloomsbury",Brunswick Square,Bloomsbury,North,51.523951,-0.122502,23,100
11,980,"Malet Street, Bloomsbury",Malet Street,Bloomsbury,Central,51.52168,-0.130431,48,200
12,970,"Scala Street, Fitzrovia",Scala Street,Fitzrovia,Central,51.519914,-0.136039,21,100
13,1011,"Argyle Street, Kings Cross",Argyle Street,Kings Cross,North,51.529416,-0.123944,43,150
14,988,"Great Russell Street, Bloomsbury",Great Russell Street,Bloomsbury,Central,51.517727,-0.127854,25,100
15,1010,"Cartwright Gardens , Bloomsbury",Cartwright Gardens,Bloomsbury,North,51.526357,-0.125979,21,100
16,1008,"Hatton Wall, Holborn",Hatton Wall,Holborn,Central,51.521661,-0.109006,26,100
17,1007,"Drury Lane, Covent Garden",Drury Lane,Covent Garden,Central,51.51477,-0.122219,26,100
18,1009,"Taviton Street, Bloomsbury",Taviton Street,Bloomsbury,North,51.52505,-0.131161,30,100
19,993,"Drummond Street , Euston",Drummond Street,Euston,North,51.527326,-0.136052,28,100
20,3426,"Lansdowne Drive, Hackney Central",Lansdowne Drive,Hackney Central,North,51.539834,-0.062806,26,100
21,3425,"Northington Street , Holborn",Northington Street,Holborn,Central,51.522264,-0.114079,19,100
22,3421,"Red Lion Square, Holborn",Red Lion Square,Holborn,Central,51.519435,-0.119123,16,100
23,981,"British Museum, Bloomsbury",British Museum,Bloomsbury,Central,51.51908,-0.124678,33,150
24,1004,"Doric Way , Somers Town",Doric Way,Somers Town,North,51.528833,-0.13225,50,200
25,1019,"Ampton Street , Clerkenwell",Ampton Street,Clerkenwell,North,51.52728,-0.118295,20,100
26,1021,"Bouverie Street, Temple",Bouverie Street,Temple,Central,51.513821,-0.107927,32,150
27,1025,"Bolsover Street, Fitzrovia",Bolsover Street,Fitzrovia,Central,51.523518,-0.143613,19,100
28,1016,"Hereford Road, Bayswater",Hereford Road,Bayswater,West,51.513735,-0.193487,22,100
29,1029,"Windsor Terrace, Hoxton",Windsor Terrace,Hoxton,North,51.529154,-0.093421,24,100
30,3427,"Fanshaw Street, Hoxton",Fanshaw Street,Hoxton,North,51.529537,-0.083353,35,150
31,1020,"Leonard Circus , Shoreditch",Leonard Circus,Shoreditch,North,51.524696,-0.084439,43,150
32,3430,"Central House, Aldgate",Central House,Aldgate,East,51.515231,-0.07015,18,100
33,3428,"Pancras Road, King's Cross",Pancras Road,King's Cross,North,51.534123,-0.129386,16,100
34,3446,"De Vere Gardens, Kensington",De Vere Gardens,Kensington,West,51.501737,-0.18498,27,100
35,3444,"Penywern Road, Earl's Court",Penywern Road,Earl's Court,South_West,51.491593,-0.192369,16,100
36,3442,"Abingdon Villas, Kensington",Abingdon Villas,Kensington,South_West,51.497387,-0.197245,17,100
37,3445,"Shoreditch High Street, Shoreditch",Shoreditch High Street,Shoreditch,North,51.526377,-0.07813,39,150
38,1083,"Commercial Street, Shoreditch",Commercial Street,Shoreditch,East,51.52127,-0.075578,15,50
39,1084,"Pindar Street, Liverpool Street",Pindar Street,Liverpool Street,East,51.520955,-0.083493,24,100
40,979,"Wenlock Road , Hoxton",Wenlock Road,Hoxton,North,51.530991,-0.093903,27,100
41,1036,"Crawford Street, Marylebone",Crawford Street,Marylebone,Central,51.52026,-0.157183,18,100
42,1034,"Bruton Street, Mayfair",Bruton Street,Mayfair,Central,51.510736,-0.144165,20,100
43,1035,"Boston Place, Marylebone",Boston Place,Marylebone,Central,51.522511,-0.162298,26,100
44,1031,"Nesham Street, Wapping",Nesham Street,Wapping,East,51.507131,-0.06691,11,50
45,1027,"Warwick Avenue Station, Maida Vale",Warwick Avenue Station,Maida Vale,West,51.523344,-0.183846,19,100
46,971,"Godliman Street, St. Paul's",Godliman Street,St. Paul's,East,51.512484,-0.099141,24,100
47,3437,"Curzon Street, Mayfair",Curzon Street,Mayfair,Central,51.507069,-0.145904,16,100
48,1054,"East Road, Hoxton",East Road,Hoxton,North,51.528673,-0.087459,27,100
49,986,"Finsbury Library , Finsbury",Finsbury Library,Finsbury,North,51.526717,-0.104298,28,100
50,1026,"Roscoe Street, St. Luke's",Roscoe Street,St. Luke's,East,51.522954,-0.094934,18,100
51,3431,"Grafton Street, Mayfair",Grafton Street,Mayfair,Central,51.509992,-0.143495,17,100
52,967,"Golden Lane, Barbican",Golden Lane,Barbican,East,51.521747,-0.094475,27,100
53,984,"Finsbury Circus, Liverpool Street",Finsbury Circus,Liverpool Street,East,51.517075,-0.086685,33,150
54,1033,"Paddington Street, Marylebone",Paddington Street,Marylebone,Central,51.520583,-0.154701,16,100
55,974,"Guilford Street , Bloomsbury",Guilford Street,Bloomsbury,Central,51.523346,-0.120202,31,150
56,1032,"New Inn Yard, Shoreditch",New Inn Yard,Shoreditch,North,51.524526,-0.079248,20,100
57,1030,"Lisson Grove, St. John's Wood",Lisson Grove,St. John's Wood,North,51.526448,-0.17219,18,100
58,1017,"Great Dover Street, The Borough",Great Dover Street,The Borough,East,51.497382,-0.089446,32,150
59,990,"Cotton Garden Estate, Kennington",Cotton Garden Estate,Kennington,South_West,51.490757,-0.106323,23,100
60,989,"Murray Grove , Hoxton",Murray Grove,Hoxton,North,51.53089,-0.089782,27,100
61,1028,"William IV Street, Strand",William IV Street,Strand,Central,51.509462,-0.124749,25,100
62,969,"Gower Place , Euston",Gower Place,Euston,North,51.525227,-0.135188,16,100
63,982,"Holborn Circus, Holborn",Holborn Circus,Holborn,Central,51.51795,-0.108657,37,150
64,985,"Hatton Garden, Holborn",Hatton Garden,Holborn,Central,51.518825,-0.108028,26,100
65,975,"Theobald's Road , Holborn",Theobald's Road,Holborn,Central,51.520596,-0.116688,25,100
66,983,"Euston Road, Euston",Euston Road,Euston,North,51.526236,-0.134407,23,100
67,1066,"Calshot Street , King's Cross",Calshot Street,King's Cross,North,51.53136,-0.117069,24,100
68,1074,"Newgate Street , St. Paul's",Newgate Street,St. Paul's,East,51.515418,-0.09885,33,150
69,3432,"Farringdon Lane, Clerkenwell",Farringdon Lane,Clerkenwell,Central,51.52352,-0.10834,14,50
70,1064,"Old Street Station, St. Luke's",Old Street Station,St. Luke's,North,51.52548,-0.089659,27,100
71,1000,"Vauxhall Cross, Vauxhall",Vauxhall Cross,Vauxhall,South_West,51.485917,-0.124469,16,100
72,1060,"Torrens Street, Angel",Torrens Street,Angel,North,51.532199,-0.10548,19,100
73,976,"Longford Street, The Regent's Park",Longford Street,The Regent's Park,North,51.525595,-0.144083,21,100
74,978,"Russell Square Station, Bloomsbury",Russell Square Station,Bloomsbury,Central,51.523418,-0.124121,25,100
75,3433,"Sadlers Sports Centre, Finsbury",Sadlers Sports Centre,Finsbury,North,51.524868,-0.099489,17,100
76,3455,"Arundel Street, Temple",Arundel Street,Temple,Central,51.511726,-0.113855,18,100
77,3448,"Webber Street , Southwark",Webber Street,Southwark,South_West,51.500693,-0.102091,44,150
78,3450,"Great Titchfield Street, Fitzrovia",Great Titchfield Street,Fitzrovia,Central,51.520253,-0.141327,19,100
79,3453,"Chancery Lane, Holborn",Chancery Lane,Holborn,Central,51.514274,-0.111257,15,50
80,3452,"Panton Street, West End",Panton Street,West End,Central,51.509639,-0.13151,21,100
81,3449,"Breams Buildings, Holborn",Breams Buildings,Holborn,Central,51.515937,-0.111778,25,100
82,994,"Tanner Street, Bermondsey",Tanner Street,Bermondsey,East,51.500647,-0.0786,40,150
83,3434,"Sancroft Street, Vauxhall",Sancroft Street,Vauxhall,South_West,51.489479,-0.115156,24,100
84,1006,"Bayley Street , Bloomsbury",Bayley Street,Bloomsbury,Central,51.518587,-0.132053,25,100
85,3439,"Tavistock Place, Bloomsbury",Tavistock Place,Bloomsbury,North,51.52625,-0.123509,19,100
86,1038,"Harrington Square 1, Camden Town",Harrington Square 1,Camden Town,North,51.533019,-0.139174,27,100
87,1076,"Walnut Tree Walk, Vauxhall",Walnut Tree Walk,Vauxhall,South_West,51.493686,-0.111014,19,100
88,1082,"Borough Road, Elephant & Castle",Borough Road,Elephant & Castle,East,51.498898,-0.10044,41,150
89,2586,"Cloudesley Road, Angel",Cloudesley Road,Angel,North,51.534408,-0.109025,37,150
90,1070,"Bricklayers Arms, Borough",Bricklayers Arms,Borough,East,51.495061,-0.085814,28,100
91,1065,"Aldersgate Street, Barbican",Aldersgate Street,Barbican,East,51.520841,-0.09734,15,50
92,1047,"Falkirk Street, Hoxton",Falkirk Street,Hoxton,North,51.53095,-0.078505,25,100
93,3447,"Gloucester Road (North), Kensington",Gloucester Road (North),Kensington,South_West,51.497924,-0.183834,15,50
94,972,"Hampstead Road, Euston",Hampstead Road,Euston,North,51.525542,-0.138231,53,200
95,1085,"Old Quebec Street, Marylebone",Old Quebec Street,Marylebone,Central,51.514577,-0.158264,16,100
96,1059,"Albert Embankment, Vauxhall",Albert Embankment,Vauxhall,South_West,51.490435,-0.122806,24,100
97,999,"Queen Street 1, Bank",Queen Street 1,Bank,East,51.511553,-0.09294,22,100
98,1045,"Jewry Street, Aldgate",Jewry Street,Aldgate,East,51.513406,-0.076793,16,100
99,3441,"Vicarage Gate, Kensington",Vicarage Gate,Kensington,West,51.504723,-0.192538,18,100
100,991,"Crosswall, Tower",Crosswall,Tower,East,51.511594,-0.077121,32,150
101,1041,"Westbourne Grove, Bayswater",Westbourne Grove,Bayswater,West,51.515529,-0.19024,23,100
102,1042,"Woodstock Street, Mayfair",Woodstock Street,Mayfair,Central,51.514105,-0.147301,21,100
103,1049,"Finsbury Leisure Centre, St. Luke's",Finsbury Leisure Centre,St. Luke's,North,51.526008,-0.096317,19,100
104,3429,"Abbey Orchard Street, Westminster",Abbey Orchard Street,Westminster,South_West,51.498125,-0.132102,29,100
105,1052,"Soho Square , Soho",Soho Square,Soho,Central,51.515631,-0.132328,56,200
106,1055,"Wellington Road, St. John's Wood",Wellington Road,St. John's Wood,North,51.533043,-0.172528,17,100
107,1037,"Park Lane , Hyde Park",Park Lane,Hyde Park,Central,51.510017,-0.157275,28,100
108,1061,"Stonecutter Street, Holborn",Stonecutter Street,Holborn,Central,51.515809,-0.10527,20,100
109,3435,"Gloucester Road (Central), South Kensington",Gloucester Road (Central),South Kensington,South_West,51.496462,-0.183289,18,100
110,1050,"Park Road (Baker Street), The Regent's Park",Park Road (Baker Street),The Regent's Park,North,51.524517,-0.158963,22,100
111,1062,"Braham Street, Aldgate",Braham Street,Aldgate,East,51.514233,-0.073537,34,150
112,995,"Little Argyll Street, West End",Little Argyll Street,West End,Central,51.514499,-0.141423,21,100
113,998,"Lollard Street, Vauxhall",Lollard Street,Vauxhall,South_West,51.49288,-0.114934,25,100
114,3457,"Rochester Row, Westminster",Rochester Row,Westminster,South_West,51.495827,-0.135478,11,50
115,964,"Bath Street, St. Luke's",Bath Street,St. Luke's,North,51.525893,-0.090847,18,100
116,1044,"The Guildhall, Guildhall",The Guildhall,Guildhall,East,51.515735,-0.09308,17,100
117,1086,"Baker Street, Marylebone",Baker Street,Marylebone,Central,51.518913,-0.156166,21,100
118,1068,"Norton Folgate, Liverpool Street",Norton Folgate,Liverpool Street,East,51.521113,-0.078869,23,100
119,992,"St. John Street, Finsbury",St. John Street,Finsbury,North,51.52836,-0.104724,18,100
120,1069,"Eaton Square, Belgravia",Eaton Square,Belgravia,South_West,51.496544,-0.150905,19,100
121,996,"Borough High Street, The Borough",Borough High Street,The Borough,East,51.500694,-0.094524,21,100
122,1043,"Museum of London, Barbican",Museum of London,Barbican,East,51.517821,-0.096496,50,200
123,1063,"Wood Street, Guildhall",Wood Street,Guildhall,East,51.517008,-0.093885,16,100
124,1116,"Emperor's Gate, South Kensington",Emperor's Gate,South Kensington,South_West,51.495362,-0.185296,21,100
125,3451,"Golden Square, Soho",Golden Square,Soho,Central,51.511897,-0.137043,18,100
126,1071,"Tower Gardens , Tower",Tower Gardens,Tower,East,51.509506,-0.075459,23,100
127,1005,"Eversholt Street , Camden Town",Eversholt Street,Camden Town,North,51.533005,-0.136792,16,100
128,973,"Bethnal Green Road, Shoreditch",Bethnal Green Road,Shoreditch,East,51.523648,-0.074754,37,150
129,3436,"Derry Street, Kensington",Derry Street,Kensington,West,51.501364,-0.191462,17,100
130,1039,"Wapping High Street, Wapping",Wapping High Street,Wapping,East,51.504904,-0.06797,20,100
131,1053,"Clerkenwell Green, Clerkenwell",Clerkenwell Green,Clerkenwell,Central,51.52326,-0.104708,21,100
132,1048,"Queen Victoria Street, St. Paul's",Queen Victoria Street,St. Paul's,East,51.511961,-0.097441,32,150
133,3464,"Green Street, Mayfair",Green Street,Mayfair,Central,51.512276,-0.157436,16,100
134,1078,"Lambeth Road, Vauxhall",Lambeth Road,Vauxhall,South_West,51.494881,-0.117974,15,50
135,1056,"Finsbury Square , Moorgate",Finsbury Square,Moorgate,East,51.520962,-0.085634,33,150
136,1003,"Chapel Place, Marylebone",Chapel Place,Marylebone,Central,51.515308,-0.147203,29,100
137,1001,"West Cromwell Road, Earl's Court",West Cromwell Road,Earl's Court,South_West,51.493724,-0.198286,24,100
138,1114,"Pont Street, Knightsbridge",Pont Street,Knightsbridge,South_West,51.496886,-0.161203,21,100
139,1093,"Kennington Cross, Kennington",Kennington Cross,Kennington,South_West,51.48894,-0.111435,45,150
140,1115,"Ilchester Place, Kensington",Ilchester Place,Kensington,South_West,51.500743,-0.202759,24,100
141,1046,"Vauxhall Bridge , Pimlico",Vauxhall Bridge,Pimlico,South_West,51.488365,-0.129361,35,150
142,3456,"Portugal Street, Holborn",Portugal Street,Holborn,Central,51.514943,-0.116146,16,100
143,965,"Tachbrook Street, Victoria",Tachbrook Street,Victoria,South_West,51.492111,-0.138364,16,100
144,1073,"Kennington Road Post Office, Oval",Kennington Road Post Office,Oval,South_West,51.484788,-0.110683,18,100
145,1002,"Holy Trinity Brompton, Knightsbridge",Holy Trinity Brompton,Knightsbridge,South_West,51.497056,-0.168917,27,100
146,1120,"Chepstow Villas, Notting Hill",Chepstow Villas,Notting Hill,West,51.512136,-0.201554,26,100
147,1118,"Hampton Street, Walworth",Hampton Street,Walworth,South_West,51.49217,-0.101536,21,100
148,1096,"Bayswater Road, Hyde Park",Bayswater Road,Hyde Park,Central,51.511933,-0.174411,24,100
149,1072,"Waterloo Station 3, Waterloo",Waterloo Station 3,Waterloo,Central,51.503791,-0.112824,28,100
150,1121,"Lexham Gardens, Kensington",Lexham Gardens,Kensington,South_West,51.495866,-0.191933,18,100
151,966,"New Kent Road, The Borough",New Kent Road,The Borough,East,51.494436,-0.092921,33,150
152,1094,"Wright's Lane, Kensington",Wright's Lane,Kensington,South_West,51.500397,-0.193068,33,150
153,1113,"Trebovir Road, Earl's Court",Trebovir Road,Earl's Court,South_West,51.490853,-0.19617,17,100
154,3458,"Waterloo Place, St. James's",Waterloo Place,St. James's,Central,51.506633,-0.131773,20,100
155,3478,"Guildhouse Street, Victoria",Guildhouse Street,Victoria,South_West,51.492345,-0.141334,16,100
156,1123,"Southampton Place, Holborn",Southampton Place,Holborn,Central,51.517606,-0.121328,20,100
157,3461,"Sloane Avenue, Knightsbridge",Sloane Avenue,Knightsbridge,South_West,51.493184,-0.167894,27,100
158,1178,"Cleveland Gardens, Bayswater",Cleveland Gardens,Bayswater,West,51.515607,-0.183118,15,50
159,2585,"Orsett Terrace, Bayswater",Orsett Terrace,Bayswater,West,51.517932,-0.183716,15,50
160,1177,"Seville Street, Knightsbridge",Seville Street,Knightsbridge,Central,51.501855,-0.159237,27,100
161,3465,"Eccleston Place, Victoria",Eccleston Place,Victoria,South_West,51.49395,-0.147624,19,100
162,3463,"Argyll Road, Kensington",Argyll Road,Kensington,South_West,51.500401,-0.195455,15,50
163,3477,"Porchester Place, Paddington",Porchester Place,Paddington,Central,51.514746,-0.165164,18,100
164,1057,"Hardwick Street, Clerkenwell",Hardwick Street,Clerkenwell,North,51.527842,-0.108068,30,100
165,3459,"Collingham Gardens, Earl's Court",Collingham Gardens,Earl's Court,South_West,51.491615,-0.186753,14,50
166,1124,"Sumner Place, South Kensington",Sumner Place,South Kensington,South_West,51.491211,-0.173715,17,100
167,1176,"Waterloo Road, South Bank",Waterloo Road,South Bank,Central,51.50486,-0.113001,15,50
168,1100,"Strand, Strand",Strand,Strand,Central,51.512582,-0.115057,34,150
169,997,"Worship Street, Shoreditch",Worship Street,Shoreditch,East,51.521668,-0.079608,48,200
170,1173,"Gloucester Terrace, Bayswater",Gloucester Terrace,Bayswater,West,51.517919,-0.188098,21,100
171,1122,"Ashley Place, Victoria",Ashley Place,Victoria,South_West,51.49616,-0.140947,24,100
172,3460,"Warwick Square, Pimlico",Warwick Square,Pimlico,South_West,51.489856,-0.141923,16,100
173,1126,"North Audley Street, Mayfair",North Audley Street,Mayfair,Central,51.512911,-0.153645,17,100
174,3473,"Belgrave Square, Belgravia",Belgrave Square,Belgravia,South_West,51.499412,-0.152317,21,100
175,1166,"Bell Street , Marylebone",Bell Street,Marylebone,Central,51.522029,-0.165842,18,100
176,1165,"Riverlight North, Nine Elms",Riverlight North,Nine Elms,South_West,51.482362,-0.136123,22,100
177,1164,"Portland Place, Marylebone",Portland Place,Marylebone,Central,51.520715,-0.145211,34,150
178,1174,"Alderney Street, Pimlico",Alderney Street,Pimlico,South_West,51.488057,-0.140741,12,50
179,1167,"South Wharf Road, Paddington",South Wharf Road,Paddington,Central,51.517335,-0.17581,15,50
180,1172,"Queen's Gate (South), South Kensington",Queen's Gate (South),South Kensington,South_West,51.492479,-0.178433,24,100
181,1112,"Nutford Place, Marylebone",Nutford Place,Marylebone,Central,51.516517,-0.164393,18,100
182,1104,"Claremont Square, Angel",Claremont Square,Angel,North,51.531666,-0.109914,18,100
183,1106,"Rampayne Street, Pimlico",Rampayne Street,Pimlico,South_West,51.489975,-0.132845,21,100
184,1075,"Hyde Park Corner, Hyde Park",Hyde Park Corner,Hyde Park,Central,51.503117,-0.15352,27,100
185,1163,"Wardour Street, Soho",Wardour Street,Soho,Central,51.512515,-0.133201,15,50
186,963,"Bankside Mix, Bankside",Bankside Mix,Bankside,East,51.505817,-0.100186,60,200
187,960,"Hop Exchange, The Borough",Hop Exchange,The Borough,East,51.504627,-0.091773,51,200
188,959,"Milroy Walk, South Bank",Milroy Walk,South Bank,Central,51.507244,-0.106237,28,100
189,961,"Union Street, The Borough",Union Street,The Borough,East,51.503688,-0.098497,16,100
190,962,"Stamford Street, South Bank",Stamford Street,South Bank,Central,51.505569,-0.111606,25,100
191,1080,"Great Tower Street, Monument",Great Tower Street,Monument,East,51.510484,-0.082989,24,100
192,1162,"Dorset Square, Marylebone",Dorset Square,Marylebone,Central,51.522596,-0.161113,15,50
193,1102,"Leman Street, Aldgate",Leman Street,Aldgate,East,51.512363,-0.069542,37,150
194,1040,"West Smithfield Rotunda, Farringdon",West Smithfield Rotunda,Farringdon,East,51.518218,-0.100791,14,50
195,3468,"Margery Street, Clerkenwell",Margery Street,Clerkenwell,North,51.526599,-0.112432,19,100
196,1171,"New Road 1 , Whitechapel",New Road 1,Whitechapel,East,51.518154,-0.062697,36,150
197,1169,"Grosvenor Crescent, Belgravia",Grosvenor Crescent,Belgravia,Central,51.501352,-0.153194,18,100
198,1175,"Mallory Street, Marylebone",Mallory Street,Marylebone,North,51.525051,-0.166304,20,100
199,3454,"Denyer Street, Knightsbridge",Denyer Street,Knightsbridge,South_West,51.493583,-0.165101,30,100
200,3476,"Hinde Street, Marylebone",Hinde Street,Marylebone,Central,51.516814,-0.151926,21,100
201,3469,"Cadogan Place, Knightsbridge",Cadogan Place,Knightsbridge,South_West,51.494645,-0.158105,34,150
202,3487,"Campden Hill Road, Notting Hill",Campden Hill Road,Notting Hill,West,51.506584,-0.199004,17,100
203,1109,"Wellington Arch, Hyde Park",Wellington Arch,Hyde Park,Central,51.50274,-0.149569,36,150
204,1079,"Endsleigh Gardens, Euston",Endsleigh Gardens,Euston,North,51.526838,-0.130504,32,150
205,1092,"Moorfields, Moorgate",Moorfields,Moorgate,East,51.519069,-0.088285,53,200
206,3479,"Old Brompton Road, South Kensington",Old Brompton Road,South Kensington,South_West,51.490945,-0.18119,28,100
207,2587,"Wormwood Street, Liverpool Street",Wormwood Street,Liverpool Street,East,51.516154,-0.082422,14,50
208,3486,"St. Luke's Church, Chelsea",St. Luke's Church,Chelsea,South_West,51.489716,-0.170194,19,100
209,1183,"Bramham Gardens, Earl's Court",Bramham Gardens,Earl's Court,South_West,51.490163,-0.190393,28,100
210,1179,"Chelsea Green, Chelsea",Chelsea Green,Chelsea,South_West,51.490664,-0.166485,15,50
211,1170,"Horseferry Road, Westminster",Horseferry Road,Westminster,South_West,51.494816,-0.130458,14,50
212,1101,"Knightsbridge, Hyde Park",Knightsbridge,Hyde Park,Central,51.502757,-0.155349,43,150
213,3481,"Rodney Road , Walworth",Rodney Road,Walworth,East,51.491484,-0.09022,22,100
214,1150,"Queensway, Kensington Gardens",Queensway,Kensington Gardens,West,51.51031,-0.187402,16,100
215,3488,"Charles II Street, West End",Charles II Street,West End,Central,51.508446,-0.131961,24,100
216,3470,"Great Percy Street, Clerkenwell",Great Percy Street,Clerkenwell,North,51.528915,-0.11548,23,100
217,1067,"St. James's Square, St. James's",St. James's Square,St. James's,Central,51.507424,-0.134621,35,150
218,1151,"Whitehall Place, Strand",Whitehall Place,Strand,Central,51.506543,-0.123179,45,150
219,1144,"Poured Lines, Bankside",Poured Lines,Bankside,Central,51.506692,-0.103137,29,100
220,1089,"Queen's Gate (Central), South Kensington",Queen's Gate (Central),South Kensington,South_West,51.493967,-0.178732,30,100
221,1139,"Carey Street, Holborn",Carey Street,Holborn,Central,51.51501,-0.112753,15,50
222,1153,"Pall Mall East, West End",Pall Mall East,West End,Central,51.50777,-0.130699,22,100
223,1081,"Liverpool Road (N1 Centre), Angel",Liverpool Road (N1 Centre),Angel,North,51.534504,-0.106992,24,100
224,1154,"Kennington Road  , Vauxhall",Kennington Road,Vauxhall,South_West,51.495718,-0.110889,36,150
225,3483,"Fashion Street, Whitechapel",Fashion Street,Whitechapel,East,51.51838,-0.073438,30,100
226,3467,"Dock Street, Wapping",Dock Street,Wapping,East,51.509786,-0.068161,29,100
227,1099,"Frampton Street, Paddington",Frampton Street,Paddington,Central,51.523353,-0.175116,32,150
228,1090,"Warren Street Station, Euston",Warren Street Station,Euston,North,51.524438,-0.138019,26,100
229,3482,"Beaumont Street, Marylebone",Beaumont Street,Marylebone,Central,51.522008,-0.151359,23,100
230,1103,"Gloucester Street, Pimlico",Gloucester Street,Pimlico,South_West,51.490962,-0.139625,25,100
231,1145,"Earnshaw Street , Covent Garden",Earnshaw Street,Covent Garden,Central,51.516118,-0.128585,18,100
232,1140,"Grosvenor Road, Pimlico",Grosvenor Road,Pimlico,South_West,51.485357,-0.142207,29,100
233,1159,"Berry Street, Clerkenwell",Berry Street,Clerkenwell,East,51.522853,-0.099994,40,150
234,1091,"St. John's Wood Church, The Regent's Park",St. John's Wood Church,The Regent's Park,North,51.530529,-0.167515,50,200
235,1088,"Triangle Car Park, Hyde Park",Triangle Car Park,Hyde Park,Central,51.506451,-0.170279,24,100
236,1137,"Harper Road, The Borough",Harper Road,The Borough,East,51.498597,-0.096191,42,150
237,3440,"Royal Avenue 1, Chelsea",Royal Avenue 1,Chelsea,South_West,51.489932,-0.162727,10,50
238,1161,"Brushfield Street, Liverpool Street",Brushfield Street,Liverpool Street,East,51.518908,-0.079249,33,150
239,1051,"Shoreditch Park, Hoxton",Shoreditch Park,Hoxton,North,51.534042,-0.086379,27,100
240,3471,"Chadwell Street, Angel",Chadwell Street,Angel,North,51.530515,-0.106408,18,100
241,1147,"Clifton Road, Maida Vale",Clifton Road,Maida Vale,North,51.525575,-0.179592,22,100
242,3484,"Houghton Street, Strand",Houghton Street,Strand,Central,51.51362,-0.116764,14,50
243,1194,"Westminster University, Marylebone",Westminster University,Marylebone,Central,51.522481,-0.154907,16,100
244,1193,"Kensington Gore, Knightsbridge",Kensington Gore,Knightsbridge,Central,51.501432,-0.178656,22,100
245,1180,"Bourne Street, Belgravia",Bourne Street,Belgravia,South_West,51.490959,-0.153233,15,50
246,3489,"Broadwick Street, Soho",Broadwick Street,Soho,Central,51.513684,-0.13558,18,100
247,3491,"Princes Square, Bayswater",Princes Square,Bayswater,West,51.513489,-0.191351,15,50
248,1095,"LSBU (Borough Road), Elephant & Castle",LSBU (Borough Road),Elephant & Castle,South_West,51.498744,-0.103132,33,150
249,1184,"St. Mary Axe, Aldgate",St. Mary Axe,Aldgate,East,51.514225,-0.08066,21,100
250,1146,"Tysoe Street, Clerkenwell",Tysoe Street,Clerkenwell,North,51.526443,-0.109256,20,100
251,3490,"Southwick Street, Paddington",Southwick Street,Paddington,Central,51.515953,-0.169249,17,100
252,1204,"Queen's Gate (North), Kensington",Queen's Gate (North),Kensington,South_West,51.501026,-0.180246,41,150
253,1155,"Regency Street, Westminster",Regency Street,Westminster,South_West,51.49206,-0.132224,22,100
254,1087,"Belgrave Road, Victoria",Belgrave Road,Victoria,South_West,51.493204,-0.144132,28,100
255,1209,"Empire Square, The Borough",Empire Square,The Borough,East,51.500823,-0.08974,44,150
256,1190,"Kennington Lane Rail Bridge, Vauxhall",Kennington Lane Rail Bridge,Vauxhall,South_West,51.486343,-0.122492,30,100
257,1136,"London Zoo,  The Regent's Park",London Zoo, The Regent's Park,North,51.535836,-0.156285,32,150
258,1133,"Baylis Road, Waterloo",Baylis Road,Waterloo,Central,51.501444,-0.110699,21,100
259,1186,"Belvedere Road 1, South Bank",Belvedere Road 1,South Bank,Central,51.506133,-0.114686,38,150
260,1134,"Warwick Road, Olympia",Warwick Road,Olympia,South_West,51.496712,-0.205284,36,150
261,1191,"Barbican Centre, Barbican",Barbican Centre,Barbican,East,51.520044,-0.092176,18,100
262,1098,"Lower Thames Street, Monument",Lower Thames Street,Monument,East,51.509301,-0.084985,23,100
263,1143,"Kensington Church Street, Kensington",Kensington Church Street,Kensington,West,51.503157,-0.191496,15,50
264,1142,"Tooley Street, Bermondsey",Tooley Street,Bermondsey,East,51.503493,-0.07962,25,100
265,1108,"North Wharf Road, Paddington",North Wharf Road,Paddington,Central,51.518622,-0.176645,25,100
266,3462,"Royal Avenue 2, Chelsea",Royal Avenue 2,Chelsea,South_West,51.490083,-0.162418,10,50
267,3480,"Smith Square, Westminster",Smith Square,Westminster,South_West,51.495805,-0.127575,15,50
268,1077,"Royal London Hospital, Whitechapel",Royal London Hospital,Whitechapel,East,51.518675,-0.06111,41,150
269,1141,"Kingsway, Covent Garden",Kingsway,Covent Garden,Central,51.514409,-0.118478,16,100
270,1117,"Lambeth North Station, Waterloo",Lambeth North Station,Waterloo,South_West,51.49914,-0.112031,20,100
